Date,Close,Volume
08/04/2019,174.9,7297400
09/04/2019,177.6,19751000
10/04/2019,177.8,11701500
11/04/2019,177.5,8071000
12/04/2019,179.1,12329800
15/04/2019,179.6,10834800
16/04/2019,178.9,11215200
17/04/2019,178.8,9973700
18/04/2019,178.3,11655600
22/04/2019,181.4,13389900
23/04/2019,183.8,19954800
24/04/2019,182.6,37289900
25/04/2019,193.3,54148800
26/04/2019,191.5,22075000
29/04/2019,194.8,19641300
30/04/2019,193.4,23494700
01/05/2019,193.0,15996600
02/05/2019,192.5,13209500
03/05/2019,195.5,14575400
06/05/2019,193.9,13994900
07/05/2019,189.8,16253000
08/05/2019,189.5,12505700
09/05/2019,188.6,12967000
10/05/2019,188.3,12578500
13/05/2019,181.5,16833300
14/05/2019,180.7,17628100
15/05/2019,186.3,16746900
16/05/2019,187.0,12953100
17/05/2019,185.3,10485400
20/05/2019,182.7,10352000
21/05/2019,184.8,7502800
22/05/2019,185.3,9213800
23/05/2019,180.9,12768800
24/05/2019,181.1,8807700
28/05/2019,184.3,14843300
29/05/2019,182.2,12797700
30/05/2019,183.0,8581500
31/05/2019,177.5,15226500
03/06/2019,164.1,56059600
04/06/2019,167.5,46044300
05/06/2019,168.2,19758300
06/06/2019,168.3,12446400
07/06/2019,173.4,16917300
10/06/2019,174.8,14767900
11/06/2019,178.1,15266600
12/06/2019,175.0,17699800
13/06/2019,177.5,12253600
14/06/2019,181.3,16773700
17/06/2019,189.0,29459900
18/06/2019,188.5,37571400
19/06/2019,187.5,21417100
20/06/2019,189.5,14635700
21/06/2019,191.1,22751200
24/06/2019,192.6,15509000
25/06/2019,188.8,16750300
26/06/2019,187.7,12808600
27/06/2019,189.5,11159000
28/06/2019,193.0,16378900
01/07/2019,193.0,14204700
02/07/2019,195.0,9050000
03/07/2019,197.2,10246100
05/07/2019,196.4,11164100
08/07/2019,195.8,9723900
09/07/2019,199.2,14698600
10/07/2019,202.7,20571700
11/07/2019,201.2,13678500
12/07/2019,204.9,15366300
15/07/2019,203.9,16030300
16/07/2019,203.8,12132700
17/07/2019,201.8,12083700
18/07/2019,200.8,11956600
19/07/2019,198.4,12098300
22/07/2019,202.3,13589000
23/07/2019,202.4,14583700
24/07/2019,204.7,32532500
25/07/2019,200.7,39889900
26/07/2019,199.8,24434000
29/07/2019,195.9,16530800
30/07/2019,197.0,11903600
31/07/2019,194.2,14593500
01/08/2019,192.7,17777000
02/08/2019,189.0,15297000
05/08/2019,181.7,23086700
06/08/2019,184.5,18035700
07/08/2019,185.1,15833200
08/08/2019,190.2,14828900
09/08/2019,187.9,11058800
12/08/2019,185.4,10936300
13/08/2019,188.4,13577000
14/08/2019,179.7,18903700
15/08/2019,182.6,12925900
16/08/2019,183.7,12654600
19/08/2019,186.2,9691200
20/08/2019,183.8,10083400
21/08/2019,183.6,8398200
22/08/2019,182.0,10821400
23/08/2019,177.8,17323400
26/08/2019,180.4,8773600
27/08/2019,181.3,14399600
28/08/2019,181.8,9386100
29/08/2019,185.6,10128700
30/08/2019,185.7,10774500
03/09/2019,182.4,9779400
04/09/2019,187.1,11308000
05/09/2019,190.9,13876700
06/09/2019,187.5,15226800
09/09/2019,188.8,14722400
10/09/2019,186.2,15455900
11/09/2019,188.5,11761700
12/09/2019,187.5,11419800
13/09/2019,187.2,11441100
16/09/2019,186.2,8444800
17/09/2019,188.1,9671100
18/09/2019,188.1,9681900
19/09/2019,190.1,10392700
20/09/2019,189.9,19934200
23/09/2019,186.8,13327600
24/09/2019,181.3,18546600
25/09/2019,182.8,18068300
26/09/2019,180.1,16083300
27/09/2019,177.1,14656200
30/09/2019,178.1,10740000
01/10/2019,175.8,17073000
02/10/2019,174.6,16151700
03/10/2019,179.4,16086300
04/10/2019,180.4,10430200
07/10/2019,179.7,9178300
08/10/2019,177.8,9466900
09/10/2019,179.9,7556900
10/10/2019,180.0,8605000
11/10/2019,184.2,14930500
